seed,specialist,eval_class,auroc,n,mfs,feats
3,fake:capital,fake:novel,0.8916296296296295,900,37,"C21_curv,L32_dist,L32_cos,ent_std,C13_curv,agg_cos_contrast,C14_curv,N26_ratio"
3,fake:capital,fake:currency,0.7575716603569497,516,37,"C21_curv,L32_dist,L32_cos,ent_std,C13_curv,agg_cos_contrast,C14_curv,N26_ratio"
3,fake:capital,fake:film,0.9618400291830931,954,37,"C21_curv,L32_dist,L32_cos,ent_std,C13_curv,agg_cos_contrast,C14_curv,N26_ratio"
3,fake:capital,falsepremise,0.7409721438100376,978,37,"C21_curv,L32_dist,L32_cos,ent_std,C13_curv,agg_cos_contrast,C14_curv,N26_ratio"
3,fake:capital,triviaqa_error,0.5580091564111576,3172,37,"C21_curv,L32_dist,L32_cos,ent_std,C13_curv,agg_cos_contrast,C14_curv,N26_ratio"
3,fake:symbol,fake:capital,0.5475790039007292,532,27,"N08_ratio,N26_ratio,N26_norm,C17_curv,N23_ratio,N12_norm,D08_cos,R25_cos"
3,fake:symbol,fake:symbol,0.9283437499999999,800,27,"N08_ratio,N26_ratio,N26_norm,C17_curv,N23_ratio,N12_norm,D08_cos,R25_cos"
3,fake:symbol,fake:novel,0.5308098765432099,900,27,"N08_ratio,N26_ratio,N26_norm,C17_curv,N23_ratio,N12_norm,D08_cos,R25_cos"
3,fake:symbol,fake:currency,0.7604561023976925,516,27,"N08_ratio,N26_ratio,N26_norm,C17_curv,N23_ratio,N12_norm,D08_cos,R25_cos"
3,fake:symbol,fake:film,0.6038746709210694,954,27,"N08_ratio,N26_ratio,N26_norm,C17_curv,N23_ratio,N12_norm,D08_cos,R25_cos"
3,fake:symbol,falsepremise,0.7652401922039469,978,27,"N08_ratio,N26_ratio,N26_norm,C17_curv,N23_ratio,N12_norm,D08_cos,R25_cos"
3,fake:symbol,triviaqa_error,0.5211626718019747,3172,27,"N08_ratio,N26_ratio,N26_norm,C17_curv,N23_ratio,N12_norm,D08_cos,R25_cos"
3,fake:novel,fake:capital,0.3929066086268302,532,45,"L31_cos,R31_cos,C30_curv,L30_cos,L31_dist,agg_dist_max,agg_dist_range,R31_dist"
3,fake:novel,fake:symbol,0.36690937500000004,800,45,"L31_cos,R31_cos,C30_curv,L30_cos,L31_dist,agg_dist_max,agg_dist_range,R31_dist"
3,fake:novel,fake:novel,0.9539456790123457,900,45,"L31_cos,R31_cos,C30_curv,L30_cos,L31_dist,agg_dist_max,agg_dist_range,R31_dist"
3,fake:novel,fake:currency,0.4285649900847305,516,45,"L31_cos,R31_cos,C30_curv,L30_cos,L31_dist,agg_dist_max,agg_dist_range,R31_dist"
3,fake:novel,fake:film,0.8060115413859332,954,45,"L31_cos,R31_cos,C30_curv,L30_cos,L31_dist,agg_dist_max,agg_dist_range,R31_dist"
3,fake:novel,falsepremise,0.7506325249559846,978,45,"L31_cos,R31_cos,C30_curv,L30_cos,L31_dist,agg_dist_max,agg_dist_range,R31_dist"
3,fake:novel,triviaqa_error,0.5031102458618841,3172,45,"L31_cos,R31_cos,C30_curv,L30_cos,L31_dist,agg_dist_max,agg_dist_range,R31_dist"
3,fake:currency,fake:capital,0.729803832890497,532,33,"N26_ratio,D25_norm,N26_norm,R30_cos,R30_dist,L32_dist,D00_cos,margin_first"
3,fake:currency,fake:symbol,0.6459343750000002,800,33,"N26_ratio,D25_norm,N26_norm,R30_cos,R30_dist,L32_dist,D00_cos,margin_first"
3,fake:currency,fake:novel,0.8167802469135804,900,33,"N26_ratio,D25_norm,N26_norm,R30_cos,R30_dist,L32_dist,D00_cos,margin_first"
3,fake:currency,fake:currency,0.8967760350940449,516,33,"N26_ratio,D25_norm,N26_norm,R30_cos,R30_dist,L32_dist,D00_cos,margin_first"
3,fake:currency,fake:film,0.8510475587727279,954,33,"N26_ratio,D25_norm,N26_norm,R30_cos,R30_dist,L32_dist,D00_cos,margin_first"
3,fake:currency,falsepremise,0.6689793033652418,978,33,"N26_ratio,D25_norm,N26_norm,R30_cos,R30_dist,L32_dist,D00_cos,margin_first"
3,fake:currency,triviaqa_error,0.5403073710859045,3172,33,"N26_ratio,D25_norm,N26_norm,R30_cos,R30_dist,L32_dist,D00_cos,margin_first"
3,fake:film,fake:capital,0.719076827406863,532,41,"ent_std,logp_std,maxp_min,logp_min,R30_cos,ent_max,L32_cos,maxp_std"
3,fake:film,fake:symbol,0.492146875,800,41,"ent_std,logp_std,maxp_min,logp_min,R30_cos,ent_max,L32_cos,maxp_std"
3,fake:film,fake:novel,0.9241876543209877,900,41,"ent_std,logp_std,maxp_min,logp_min,R30_cos,ent_max,L32_cos,maxp_std"
3,fake:film,fake:currency,0.6683342347214711,516,41,"ent_std,logp_std,maxp_min,logp_min,R30_cos,ent_max,L32_cos,maxp_std"
3,fake:film,fake:film,0.9655120885689297,954,41,"ent_std,logp_std,maxp_min,logp_min,R30_cos,ent_max,L32_cos,maxp_std"
3,fake:film,falsepremise,0.7299024343324091,978,41,"ent_std,logp_std,maxp_min,logp_min,R30_cos,ent_max,L32_cos,maxp_std"
3,fake:film,triviaqa_error,0.57750529141336,3172,41,"ent_std,logp_std,maxp_min,logp_min,R30_cos,ent_max,L32_cos,maxp_std"
3,falsepremise,fake:capital,0.5771100684040928,532,36,"ent_max,maxp_min,logp_min,ent_std,logp_std,maxp_std,n_tokens,N15_norm"
3,falsepremise,fake:symbol,0.55364375,800,36,"ent_max,maxp_min,logp_min,ent_std,logp_std,maxp_std,n_tokens,N15_norm"
3,falsepremise,fake:novel,0.8593283950617285,900,36,"ent_max,maxp_min,logp_min,ent_std,logp_std,maxp_std,n_tokens,N15_norm"
3,falsepremise,fake:currency,0.6432455982212607,516,36,"ent_max,maxp_min,logp_min,ent_std,logp_std,maxp_std,n_tokens,N15_norm"
3,falsepremise,fake:film,0.9582646607685175,954,36,"ent_max,maxp_min,logp_min,ent_std,logp_std,maxp_std,n_tokens,N15_norm"
3,falsepremise,falsepremise,0.7224961421205164,978,36,"ent_max,maxp_min,logp_min,ent_std,logp_std,maxp_std,n_tokens,N15_norm"
3,falsepremise,triviaqa_error,0.5779382252337207,3172,36,"ent_max,maxp_min,logp_min,ent_std,logp_std,maxp_std,n_tokens,N15_norm"
3,triviaqa_error,fake:capital,0.6520507094804681,532,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,perplexity"
3,triviaqa_error,fake:symbol,0.57968125,800,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,perplexity"
3,triviaqa_error,fake:novel,0.8395061728395062,900,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,perplexity"
3,triviaqa_error,fake:currency,0.5899059551709633,516,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,perplexity"
3,triviaqa_error,fake:film,0.9496547692821575,954,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,perplexity"
3,triviaqa_error,falsepremise,0.7698696475842775,978,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,perplexity"
3,triviaqa_error,triviaqa_error,0.617313933869657,3172,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,perplexity"
3,GENERALIST,fake:capital,0.639196675900277,532,34,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
3,GENERALIST,fake:symbol,0.5707,800,34,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
3,GENERALIST,fake:novel,0.8313827160493825,900,34,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
3,GENERALIST,fake:currency,0.5980560062496244,516,34,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
3,GENERALIST,fake:film,0.9497910156507523,954,34,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
3,GENERALIST,falsepremise,0.7649307254486222,978,34,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
3,GENERALIST,triviaqa_error,0.6127886026693212,3172,34,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
3,mean entropy,fake:capital,0.894496579795353,532,0,ent_mean
3,mean entropy,fake:symbol,0.7600437499999999,800,0,ent_mean
3,mean entropy,fake:novel,0.9200888888888888,900,0,ent_mean
3,mean entropy,fake:currency,0.8163121206658254,516,0,ent_mean
3,mean entropy,fake:film,0.9664965784581305,954,0,ent_mean
3,mean entropy,falsepremise,0.5533140125710414,978,0,ent_mean
3,mean entropy,triviaqa_error,0.6720790682659907,3172,0,ent_mean
